Gene	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_1	Sample_2	Sample_3
ENSG00000018408.14|WWTR1	32	3	1	10	0	27	16	1	1
ENSG00000018510.13|AGPS	152	43	280	203	212	154	127	234	169
ENSG00000018607.6|ZNF806	0	0	0	0	0	0	0	0	0
ENSG00000018610.13|CXorf56	82	152	187	257	107	323	252	135	204
ENSG00000018625.14|ATP1A2	0	0	0	0	0	0	0	0	0
ENSG00000018699.11|TTC27	109	129	155	84	198	292	10	17	56
ENSG00000018869.16|ZNF582	40	17	25	1	91	1	5	97	10
ENSG00000019102.11|VSIG2	166	22	52	103	410	247	69	2	39
ENSG00000019144.18|PHLDB1	47	2	1	118	31	0	5	2	0
ENSG00000019169.10|MARCO	165	62	96	371	1307	1506	176	1	199
ENSG00000019186.9|CYP24A1	28	0	0	0	1	0	0	2	0
ENSG00000019485.13|PRDM11	3	1	25	48	0	1	20	0	0
ENSG00000019505.7|SYT13	0	0	0	0	0	0	0	0	0
ENSG00000019549.9|SNAI2	0	0	0	0	0	0	0	0	0
ENSG00000019582.14|CD74	140351	153611	148379	105428	117880	333826	178465	131176	350572
ENSG00000019991.15|HGF	57	32	16	0	51	134	3	0	61
ENSG00000019995.6|ZRANB1	75	10	60	38	36	110	55	53	139
ENSG00000020129.15|NCDN	670	398	680	437	884	979	66	239	342
ENSG00000020181.17|ADGRA2	19	0	29	7	0	0	0	26	29
ENSG00000020219.9|CCT8L1P	0	0	0	0	0	0	0	0	0
ENSG00000020256.19|ZFP64	44	119	240	191	173	189	64	63	39
ENSG00000020426.10|MNAT1	145	116	312	323	126	148	156	103	229
ENSG00000020577.13|SAMD4A	39	25	6	33	82	139	131	4	52
ENSG00000020633.18|RUNX3	2340	6567	3568	5390	2405	9191	6492	5636	8446
ENSG00000020922.12|MRE11	119	50	162	86	94	150	89	40	221
ENSG00000021300.13|PLEKHB1	444	446	1299	879	398	1052	338	382	319
ENSG00000021355.12|SERPINB1	2194	1119	2194	1957	5506	6938	1197	1229	3460
ENSG00000021461.16|CYP3A43	0	0	0	0	2	0	0	0	0
ENSG00000021488.12|SLC7A9	0	0	0	0	0	0	0	0	0
ENSG00000021574.11|SPAST	34	195	160	37	72	213	70	52	191
ENSG00000021645.18|NRXN3	0	0	0	0	0	0	0	1	0
ENSG00000021762.19|OSBPL5	602	1328	1566	981	260	1273	616	356	583
ENSG00000021776.10|AQR	234	265	528	355	348	545	163	272	327
ENSG00000021826.14|CPS1	0	1	0	0	0	0	0	0	0
ENSG00000021852.12|C8B	0	0	0	0	0	0	0	0	0
ENSG00000022267.16|FHL1	530	166	139	728	1011	1233	537	282	619
ENSG00000022277.12|RTFDC1	1858	1211	2523	1877	2830	4647	968	904	2878
ENSG00000022355.16|GABRA1	0	0	0	0	0	0	0	0	0
ENSG00000022556.15|NLRP2	5	11	0	15	96	38	6	21	0
ENSG00000022567.9|SLC45A4	44	8	1	3	52	2	73	46	107
ENSG00000022840.15|RNF10	1592	1312	2248	1736	3768	3381	1860	1756	3347
ENSG00000022976.15|ZNF839	101	4	47	33	97	56	27	77	75
ENSG00000023041.11|ZDHHC6	285	388	623	512	358	812	319	407	790
ENSG00000023171.16|GRAMD1B	139	234	80	73	84	412	205	104	446
ENSG00000023191.16|RNH1	7511	4823	5879	7095	15147	17961	4820	3975	12374
ENSG00000023228.13|NDUFS1	315	238	472	340	581	675	281	283	384
ENSG00000023287.12|RB1CC1	244	74	400	427	302	747	635	380	626
ENSG00000023318.7|ERP44	705	354	1042	549	1007	1878	531	340	975
ENSG00000023330.14|ALAS1	189	138	152	232	530	536	569	246	472
ENSG00000023445.13|BIRC3	367	465	558	381	340	991	483	381	594
ENSG00000023516.8|AKAP11	51	33	67	52	64	49	41	42	11
ENSG00000023572.8|GLRX2	62	22	63	23	129	85	36	25	140
ENSG00000023608.4|SNAPC1	44	111	100	31	30	43	139	20	94
ENSG00000023697.12|DERA	193	84	241	261	930	780	51	15	522
ENSG00000023734.10|STRAP	1182	678	1512	935	2182	2435	1906	1321	2508
ENSG00000023839.10|ABCC2	0	0	54	0	0	8	0	0	14
ENSG00000023892.10|DEF6	3234	2600	6973	3630	4224	6810	2423	2303	3592
ENSG00000023902.13|PLEKHO1	2209	2081	1409	1578	6413	4714	1166	1388	3331
ENSG00000023909.9|GCLM	257	239	292	105	702	795	207	39	185
ENSG00000024048.10|UBR2	300	355	437	269	410	759	678	527	673
ENSG00000024422.11|EHD2	54	0	0	1	146	0	4	0	0
ENSG00000024526.16|DEPDC1	0	0	0	0	0	11	0	0	0
ENSG00000024862.17|CCDC28A	242	507	617	442	498	773	500	428	631
ENSG00000025039.14|RRAGD	44	5	2	52	193	73	18	85	330
ENSG00000025156.12|HSF2	67	1	271	184	38	100	250	131	284
ENSG00000025293.16|PHF20	858	1014	1137	794	819	1706	820	1133	1746
ENSG00000025423.11|HSD17B6	1	0	0	2	48	0	0	1	0
ENSG00000025434.18|NR1H3	125	216	89	48	427	225	4	44	277
ENSG00000025708.13|TYMP	11345	8624	7589	7747	54225	67721	7194	6217	19389
ENSG00000025770.18|NCAPH2	831	944	1043	1314	458	913	933	919	1713
ENSG00000025772.7|TOMM34	313	506	282	322	738	715	429	407	449
ENSG00000025796.13|SEC63	547	296	466	499	479	1158	540	384	916
ENSG00000025800.13|KPNA6	830	736	1036	1115	1316	1324	1371	949	1714
ENSG00000026025.15|VIM	6407	3706	5220	4437	13697	17484	4598	3303	12517
ENSG00000026036.21|RTEL1-TNFRSF6B	87	24	43	38	76	92	20	9	49
ENSG00000026103.21|FAS	420	404	404	336	559	971	378	114	378
ENSG00000026297.15|RNASET2	7907	6172	5293	6722	12891	14689	6920	5570	15558
ENSG00000026508.17|CD44	8965	4383	8448	9911	8222	14143	12841	8378	20241
ENSG00000026559.13|KCNG1	67	3	0	55	61	260	32	0	135
ENSG00000026652.13|AGPAT4	478	601	347	410	308	566	293	180	250
ENSG00000026751.16|SLAMF7	424	874	2039	746	789	1945	468	228	201
ENSG00000026950.16|BTN3A1	522	1790	1469	1544	767	1642	647	423	995
ENSG00000027001.9|MIPEP	14	4	69	100	46	3	49	31	83
ENSG00000027075.14|PRKCH	1920	1851	4830	4625	1965	3723	3532	2718	3690
ENSG00000027644.4|INSRR	0	0	0	0	1	10	0	0	0
ENSG00000027697.13|IFNGR1	555	387	476	585	1669	2754	498	290	2527
ENSG00000027847.13|B4GALT7	647	731	463	313	766	1253	393	294	679
ENSG00000027869.11|SH2D2A	1202	2259	2763	4393	1328	3184	2332	2118	1230
ENSG00000028116.16|VRK2	236	220	371	278	311	869	187	151	149
ENSG00000028137.18|TNFRSF1B	10652	4059	8360	10618	19985	34230	7345	7768	24438
ENSG00000028203.17|VEZT	179	150	271	144	300	252	167	199	273
ENSG00000028277.21|POU2F2	3028	1879	3119	1129	4301	5852	671	529	2052
ENSG00000028310.17|BRD9	523	315	805	448	553	592	342	578	639
ENSG00000028528.14|SNX1	626	865	1147	617	2902	3390	296	136	1155
ENSG00000028839.9|TBPL1	203	184	228	188	522	281	368	176	355
ENSG00000029153.14|ARNTL2	0	0	31	25	2	68	0	32	38
ENSG00000029363.16|BCLAF1	868	635	1010	1031	701	1664	1203	1098	1921
ENSG00000029364.11|SLC39A9	478	306	816	490	670	710	208	452	481
ENSG00000029534.19|ANK1	124	35	153	91	398	84	148	93	12
ENSG00000029559.6|IBSP	0	0	0	0	0	0	0	0	0
ENSG00000029639.10|TFB1M	113	32	382	72	90	266	87	82	107
ENSG00000029725.16|RABEP1	344	223	645	158	348	617	377	188	390
ENSG00000029993.14|HMGB3	87	29	37	18	215	143	156	58	111
ENSG00000030066.13|NUP160	255	260	428	304	304	538	181	202	444
ENSG00000030110.12|BAK1	688	415	640	905	1463	1617	2220	1024	1788
ENSG00000030304.13|MUSK	8	0	0	0	1	5	0	0	13
ENSG00000030419.16|IKZF2	14	23	39	138	8	70	113	30	31
ENSG00000030582.17|GRN	20354	6976	7240	9722	41046	58499	12943	6764	28417
ENSG00000031003.10|FAM13B	84	83	241	136	102	440	206	92	202
ENSG00000031081.10|ARHGAP31	187	121	155	87	281	386	95	149	370
ENSG00000031691.6|CENPQ	17	9	11	13	10	5	6	25	5
ENSG00000031698.12|SARS	1979	965	2593	1772	2451	3462	1594	1313	2100
ENSG00000031823.14|RANBP3	939	856	1429	829	1258	2326	1123	1102	1697
ENSG00000032219.18|ARID4A	548	234	925	662	497	1303	1145	715	1271
ENSG00000032389.12|EIPR1	377	332	434	636	281	596	161	126	233
ENSG00000032444.15|PNPLA6	1235	869	1767	1468	1929	2617	446	739	838
ENSG00000032742.17|IFT88	118	4	124	48	74	116	42	35	78
ENSG00000033011.11|ALG1	617	667	798	523	1012	1103	144	272	463
ENSG00000033030.13|ZCCHC8	203	159	198	177	217	470	314	320	432
ENSG00000033050.7|ABCF2	714	100	948	364	1142	1452	178	245	271
ENSG00000033100.16|CHPF2	812	667	1267	1302	1492	3150	1249	1924	2473
ENSG00000033122.18|LRRC7	10	6	18	9	4	8	24	4	11
ENSG00000033170.16|FUT8	131	119	360	208	157	333	68	187	194
ENSG00000033178.12|UBA6	199	274	303	134	218	525	452	215	542
ENSG00000033327.12|GAB2	255	100	68	168	748	1317	469	388	907
ENSG00000033627.16|ATP6V0A1	264	9	263	66	557	689	121	231	774
ENSG00000033800.13|PIAS1	680	561	1552	629	607	1159	871	505	1083
ENSG00000033867.16|SLC4A7	69	66	201	125	36	132	142	118	94
ENSG00000034053.14|APBA2	704	665	1918	935	378	867	779	1308	1169
ENSG00000034152.18|MAP2K3	3349	1823	3068	3901	4800	9150	3268	2457	7792
ENSG00000034239.10|EFCAB1	0	0	0	0	0	0	0	0	0
ENSG00000034510.5|TMSB10	28245	35133	41427	35095	32684	46273	32387	24412	36242
ENSG00000034533.11|ASTE1	96	220	593	531	260	377	439	466	554
ENSG00000034677.12|RNF19A	555	606	780	841	408	1378	898	700	1282
ENSG00000034693.14|PEX3	103	112	347	128	137	185	60	67	150
ENSG00000034713.7|GABARAPL2	884	597	1049	1092	1568	1998	620	388	897
ENSG00000034971.16|MYOC	0	0	0	0	0	0	0	0	0
ENSG00000035115.21|SH3YL1	139	53	201	107	52	189	55	31	87
ENSG00000035141.7|FAM136A	199	454	480	502	892	1320	622	794	1112
ENSG00000035403.17|VCL	1812	836	1251	1461	4672	5128	940	247	1204
ENSG00000035499.12|DEPDC1B	1	0	62	0	0	33	5	13	0
ENSG00000035664.11|DAPK2	42	1	138	0	126	377	1	82	59
ENSG00000035681.7|NSMAF	389	127	505	388	407	827	196	153	489
ENSG00000035687.9|ADSS	132	267	337	236	382	455	206	188	181
ENSG00000035720.7|STAP1	148	107	190	13	63	334	114	59	65
ENSG00000035862.12|TIMP2	25	146	11	24	253	175	32	61	271
ENSG00000035928.15|RFC1	290	220	567	392	275	875	638	375	577
ENSG00000036054.12|TBC1D23	164	58	600	184	296	443	210	281	441
ENSG00000036257.12|CUL3	229	312	206	231	258	725	327	244	784
ENSG00000036448.9|MYOM2	170	202	30	125	66	625	100	7	8
ENSG00000036473.6|OTC	0	0	0	0	0	0	0	0	0
ENSG00000036530.8|CYP46A1	0	0	0	69	0	0	6	0	0
ENSG00000036549.12|ZZZ3	180	190	172	187	137	283	229	215	299
ENSG00000036565.14|SLC18A1	0	0	0	0	6	67	0	1	0
ENSG00000036672.15|USP2	43	1	11	32	0	0	225	24	30
ENSG00000036828.15|CASR	0	0	0	0	0	0	0	0	0
ENSG00000037042.8|TUBG2	0	167	113	122	96	130	170	19	108
ENSG00000037241.7|RPL26L1	285	250	362	193	598	416	239	197	312
ENSG00000037280.15|FLT4	10	0	18	65	0	42	33	0	1
ENSG00000037474.14|NSUN2	259	87	363	190	642	982	189	111	532
ENSG00000037637.10|FBXO42	520	338	586	598	682	921	611	479	1120
ENSG00000037749.11|MFAP3	12	9	14	27	26	72	13	5	80
ENSG00000037757.13|MRI1	208	223	434	293	219	767	1	14	166
ENSG00000037897.16|METTL1	99	104	101	36	143	194	31	2	134
ENSG00000037965.5|HOXC8	0	0	0	0	0	0	0	0	0
ENSG00000038002.8|AGA	150	91	323	241	245	323	84	58	262
ENSG00000038210.12|PI4K2B	20	19	103	36	48	110	95	55	56
ENSG00000038219.12|BOD1L1	154	214	189	186	181	218	192	152	436
ENSG00000038274.16|MAT2B	1870	925	2803	2119	2433	4038	763	656	1075
ENSG00000038295.7|TLL1	0	0	0	0	0	0	0	0	0
ENSG00000038358.14|EDC4	440	137	648	511	674	699	172	548	647
ENSG00000038382.18|TRIO	112	49	56	18	53	168	56	10	175
ENSG00000038427.15|VCAN	2961	725	834	1211	5972	11803	1035	878	4029
ENSG00000038532.14|CLEC16A	391	335	280	450	322	833	273	173	295
ENSG00000038945.14|MSR1	1	5	2	2	127	92	5	19	19
ENSG00000039068.18|CDH1	24	0	0	0	0	0	1	0	27
ENSG00000039123.15|SKIV2L2	95	57	158	91	96	211	132	74	109
ENSG00000039139.9|DNAH5	0	0	0	0	0	0	0	0	0
ENSG00000039319.16|ZFYVE16	57	46	26	28	80	142	98	56	69
ENSG00000039523.19|RIPOR1	672	170	863	373	975	1840	558	357	1284
ENSG00000039537.13|C6	0	0	0	0	0	0	0	0	0
ENSG00000039560.13|RAI14	0	0	0	0	0	0	0	0	0
ENSG00000039600.10|SOX30	11	104	9	0	1	0	0	0	0
ENSG00000039650.11|PNKP	916	1449	1258	1326	1335	2547	477	627	2311
ENSG00000039987.6|BEST2	0	0	0	0	0	0	0	0	0
ENSG00000040199.18|PHLPP2	41	149	112	101	3	157	110	38	196
ENSG00000040275.16|SPDL1	8	8	58	5	31	37	6	21	0
ENSG00000040341.17|STAU2	196	191	297	312	214	478	184	133	177
ENSG00000040487.12|PQLC2	209	20	99	53	282	669	79	48	143
ENSG00000040531.14|CTNS	119	197	242	68	1667	365	93	65	186
ENSG00000040608.13|RTN4R	7	29	7	15	0	76	12	39	0
ENSG00000040633.12|PHF23	110	277	495	370	668	950	416	489	210
ENSG00000040731.10|CDH10	0	0	0	0	0	0	0	0	0
ENSG00000040933.15|INPP4A	404	359	732	731	572	1047	183	206	481
ENSG00000041353.9|RAB27B	33	32	159	57	357	162	63	79	32
ENSG00000041357.15|PSMA4	815	679	996	637	2031	2056	601	649	977
ENSG00000041515.15|MYO16	0	0	1	0	0	0	0	54	0
ENSG00000041802.10|LSG1	254	213	552	322	375	465	189	227	316
ENSG00000041880.14|PARP3	112	92	130	37	255	534	112	211	221
ENSG00000041982.15|TNC	0	0	0	0	0	0	0	0	0
ENSG00000041988.15|THAP3	310	290	762	314	258	575	411	318	535
ENSG00000042062.11|RIPOR3	127	180	136	93	212	103	33	65	172
ENSG00000042088.13|TDP1	334	141	731	236	270	602	171	655	612
ENSG00000042286.14|AIFM2	132	65	8	27	32	161	52	3	66
ENSG00000042304.11|C2orf83	0	0	0	0	0	0	0	0	0
ENSG00000042317.16|SPATA7	63	0	34	14	25	56	3	47	2
ENSG00000042429.11|MED17	256	163	440	151	222	232	420	217	668
ENSG00000042445.13|RETSAT	101	426	297	481	190	646	24	166	296
ENSG00000042493.15|CAPG	6605	5728	4562	4408	9594	19808	4973	2691	10493
ENSG00000042753.11|AP2S1	3430	2892	2305	2520	6925	7355	2280	2069	5740
ENSG00000042781.12|USH2A	0	0	0	0	0	0	0	0	0
ENSG00000042813.7|ZPBP	0	0	0	0	0	0	0	0	0
ENSG00000042832.11|TG	23	56	13	8	80	69	0	12	31
ENSG00000042980.12|ADAM28	328	130	371	148	70	681	240	146	582
ENSG00000043039.6|BARX2	0	0	0	0	0	0	0	0	0
ENSG00000043093.13|DCUN1D1	30	26	96	21	64	210	93	59	128
ENSG00000043143.20|JADE2	645	747	554	616	460	693	551	1179	836
ENSG00000043355.11|ZIC2	0	0	0	0	0	0	0	0	0
ENSG00000043462.11|LCP2	3372	2110	3737	3196	5175	6633	1913	1620	3117
ENSG00000043514.15|TRIT1	42	5	40	74	40	327	61	20	45
ENSG00000043591.5|ADRB1	0	0	0	0	0	0	0	0	58
ENSG00000044012.3|GUCA2B	0	0	0	0	0	0	0	0	0
ENSG00000044090.8|CUL7	102	101	174	153	178	223	83	1	116
ENSG00000044115.20|CTNNA1	426	283	270	370	889	1146	90	98	658
ENSG00000044446.11|PHKA2	148	224	517	104	198	517	89	113	232
ENSG00000044459.14|CNTLN	80	22	14	29	165	159	2	30	98
ENSG00000044524.10|EPHA3	0	0	0	0	0	0	0	0	0
ENSG00000044574.7|HSPA5	5396	2891	4455	4926	10159	9889	5785	5432	13937
ENSG00000046604.12|DSG2	0	0	0	0	0	0	10	0	1
ENSG00000046647.13|GEMIN8	145	142	263	34	60	164	40	22	174
ENSG00000046651.14|OFD1	772	507	1120	781	339	1480	1137	495	1040
ENSG00000046653.14|GPM6B	4	2	0	0	0	9	18	0	2
ENSG00000046774.9|MAGEC2	0	0	0	0	0	0	0	0	0
ENSG00000046889.18|PREX2	0	0	0	0	0	0	0	0	0
ENSG00000047056.14|WDR37	366	453	572	525	432	594	326	292	510
ENSG00000047188.15|YTHDC2	329	297	331	149	329	289	493	241	324
ENSG00000047230.14|CTPS2	119	62	93	39	87	82	59	58	82
ENSG00000047249.17|ATP6V1H	146	72	185	202	241	336	320	157	357
ENSG00000047315.15|POLR2B	413	473	640	641	578	1245	759	478	821
ENSG00000047346.12|FAM214A	54	75	94	46	28	49	110	77	40
ENSG00000047365.11|ARAP2	156	204	253	368	277	703	221	269	455
ENSG00000047410.13|TPR	790	494	1129	601	835	1235	469	481	581
ENSG00000047457.13|CP	0	0	18	1	0	17	0	0	1
ENSG00000047578.12|KIAA0556	251	14	123	302	281	237	89	139	139
ENSG00000047579.19|DTNBP1	459	231	841	367	1021	1502	230	466	699
ENSG00000047597.5|XK	23	1	0	41	412	145	35	0	1
ENSG00000047617.14|ANO2	0	0	0	0	28	0	0	0	0
ENSG00000047621.11|C12orf4	26	1	62	36	97	178	38	27	127
ENSG00000047634.14|SCML1	37	1	11	72	70	46	61	22	209
ENSG00000047644.18|WWC3	632	260	290	351	318	891	354	91	396
ENSG00000047648.21|ARHGAP6	31	88	3	154	516	249	43	3	48
ENSG00000047662.4|FAM184B	0	0	2	10	8	0	6	27	2
ENSG00000047849.21|MAP4	1671	1548	2764	2294	1546	3979	720	702	1590
ENSG00000047932.13|GOPC	435	178	389	230	193	363	143	142	106
ENSG00000047936.10|ROS1	0	0	0	0	0	0	0	0	0
ENSG00000048028.11|USP28	251	189	503	254	101	489	157	185	131
ENSG00000048052.21|HDAC9	108	60	39	78	0	132	5	1	36
ENSG00000048140.17|TSPAN17	781	822	1470	1159	1289	1793	483	678	459
ENSG00000048162.20|NOP16	165	106	451	174	397	636	310	180	424
ENSG00000048342.15|CC2D2A	21	0	43	3	53	30	1	11	80
ENSG00000048392.11|RRM2B	99	79	121	38	93	255	125	65	337
ENSG00000048405.9|ZNF800	323	102	353	624	235	476	412	483	867
ENSG00000048462.10|TNFRSF17	62	44	63	13	257	285	0	3	0
ENSG00000048471.13|SNX29	566	992	1100	521	731	1360	680	206	1135
ENSG00000048540.14|LMO3	0	0	0	0	0	0	0	0	0
ENSG00000048544.5|MRPS10	206	201	402	205	420	612	221	148	547
ENSG00000048545.13|GUCA1A	0	0	0	0	0	0	0	0	0
ENSG00000048649.13|RSF1	517	387	767	614	275	937	892	343	994
ENSG00000048707.13|VPS13D	190	76	430	278	103	331	459	114	210
ENSG00000048740.18|CELF2	1956	1435	2398	1746	2033	3727	1937	1016	3032
ENSG00000048828.16|FAM120A	296	391	641	165	478	572	287	282	692
ENSG00000048991.16|R3HDM1	80	71	399	231	145	480	119	85	293
ENSG00000049089.13|COL9A2	241	147	198	30	77	343	73	312	511
ENSG00000049130.14|KITLG	0	0	0	0	0	0	0	0	0
ENSG00000049167.13|ERCC8	63	15	123	60	20	32	16	16	93
ENSG00000049192.14|ADAMTS6	34	51	70	21	2	34	40	20	20
ENSG00000049239.12|H6PD	312	439	650	546	691	1113	260	202	425
ENSG00000049245.12|VAMP3	629	312	614	416	1213	1584	732	392	1549
ENSG00000049246.14|PER3	53	62	114	95	51	200	55	21	69
ENSG00000049247.13|UTS2	28	0	4	8	81	0	0	0	5
ENSG00000049249.8|TNFRSF9	42	67	40	60	39	36	102	4	54
ENSG00000049283.17|EPN3	0	0	0	0	0	0	0	0	0
ENSG00000049323.15|LTBP1	71	52	0	220	1251	539	171	59	73
ENSG00000049449.8|RCN1	95	63	186	166	269	543	107	126	359
ENSG00000049540.16|ELN	2	0	1	0	1	0	52	0	3
ENSG00000049541.10|RFC2	356	428	672	246	716	1334	385	266	452
ENSG00000049618.22|ARID1B	509	853	596	463	560	836	525	403	985
ENSG00000049656.13|CLPTM1L	262	635	219	207	854	1071	129	164	321
ENSG00000049759.17|NEDD4L	13	4	106	30	74	104	173	87	356
ENSG00000049768.14|FOXP3	176	36	298	236	54	59	70	59	3
ENSG00000049769.12|PPP1R3F	47	2	22	112	196	13	190	96	204
ENSG00000049860.13|HEXB	1236	505	855	1073	2529	4492	733	589	2899
ENSG00000049883.14|PTCD2	200	107	81	26	0	47	1	76	2
ENSG00000050030.13|NEXMIF	21	0	0	0	0	0	0	2	0
ENSG00000050130.17|JKAMP	206	154	246	189	592	643	229	194	251
ENSG00000050165.17|DKK3	160	360	0	0	0	165	71	103	0
ENSG00000050327.14|ARHGEF5	8	43	0	2	5	15	8	5	8
ENSG00000050344.8|NFE2L3	52	2	120	55	99	122	19	2	1
ENSG00000050393.11|MCUR1	347	212	173	365	648	657	273	145	289
ENSG00000050405.13|LIMA1	69	129	83	91	41	402	90	58	22
ENSG00000050426.15|LETMD1	243	260	525	241	196	450	397	182	320
ENSG00000050438.16|SLC4A8	62	105	66	70	117	81	70	0	37
ENSG00000050555.17|LAMC3	0	59	0	0	20	2	0	0	1
ENSG00000050628.20|PTGER3	33	0	0	0	0	45	0	0	0
ENSG00000050730.15|TNIP3	50	39	0	22	36	39	5	3	4
ENSG00000050748.17|MAPK9	32	2	134	73	75	225	115	36	68
ENSG00000050767.15|COL23A1	27	55	0	0	23	40	0	0	11
ENSG00000050820.16|BCAR1	0	0	0	0	0	0	0	0	0
ENSG00000051009.10|FAM160A2	328	586	427	460	666	1245	501	508	524
ENSG00000051108.14|HERPUD1	6174	4277	2735	4505	4354	9082	3947	3148	15142
ENSG00000051128.18|HOMER3	330	103	36	116	828	785	127	286	719
ENSG00000051180.16|RAD51	7	1	15	0	39	49	16	3	4
ENSG00000051341.13|POLQ	1	0	1	19	13	0	9	29	0
ENSG00000051382.8|PIK3CB	80	39	117	51	214	166	56	87	150
ENSG00000051523.10|CYBA	29428	28638	33970	26355	42777	63221	19877	20271	42025
ENSG00000051596.9|THOC3	133	110	140	81	118	312	101	129	185
ENSG00000051620.10|HEBP2	1628	1444	1706	2178	2516	2334	2842	2688	3922
ENSG00000051825.14|MPHOSPH9	50	123	103	100	101	147	140	146	350
ENSG00000052126.14|PLEKHA5	20	82	55	84	8	100	154	14	5
ENSG00000052344.15|PRSS8	0	0	0	46	0	0	0	0	6
ENSG00000052723.11|SIKE1	101	85	183	135	85	246	126	227	179
ENSG00000052749.13|RRP12	1045	746	553	444	983	1484	467	361	1381
ENSG00000052795.12|FNIP2	45	35	104	69	130	262	75	44	92
ENSG00000052802.12|MSMO1	76	302	355	284	433	314	248	275	379
ENSG00000052841.14|TTC17	617	378	936	747	915	1341	351	213	504
ENSG00000052850.5|ALX4	0	0	0	0	1	0	0	0	0
ENSG00000053108.16|FSTL4	47	0	14	0	0	1	0	0	0
ENSG00000053254.15|FOXN3	1196	503	1484	1400	948	2212	1902	1276	2921
ENSG00000053328.8|METTL24	0	0	11	0	0	0	0	0	4
ENSG00000053371.12|AKR7A2	1906	608	2208	1576	2072	3077	586	842	2503
ENSG00000053372.4|MRTO4	630	467	617	596	638	1228	263	331	451
ENSG00000053438.8|NNAT	5	0	0	0	0	0	0	0	0
ENSG00000053501.12|USE1	661	604	835	519	299	730	409	422	447
ENSG00000053524.12|MCF2L2	37	42	58	13	34	68	2	3	22
ENSG00000053702.14|NRIP2	48	1	27	60	15	8	3	13	59
ENSG00000053747.15|LAMA3	0	0	11	0	0	0	0	0	0
ENSG00000053770.11|AP5M1	51	116	232	139	113	407	102	187	142
ENSG00000053900.10|ANAPC4	51	40	182	111	164	326	115	48	136
ENSG00000053918.15|KCNQ1	1073	183	594	718	1412	1605	615	716	2285
ENSG00000054116.11|TRAPPC3	919	1035	1520	1082	1991	2247	887	467	989
ENSG00000054118.13|THRAP3	2162	1068	3169	2498	2280	4464	2563	1746	3043
ENSG00000054148.17|PHPT1	1311	1224	1496	1512	2056	2547	672	954	1507
ENSG00000054179.11|ENTPD2	0	0	0	0	0	0	0	0	0
ENSG00000054219.10|LY75	58	48	73	34	81	49	12	8	62
ENSG00000054267.21|ARID4B	1582	1339	2402	2475	1342	3881	3299	2321	5015
ENSG00000054277.13|OPN3	90	64	16	28	170	377	22	2	143
ENSG00000054282.15|SDCCAG8	402	107	539	340	523	705	269	185	371
ENSG00000054356.13|PTPRN	29	35	0	0	110	50	0	30	41
ENSG00000054392.12|HHAT	46	86	34	132	29	194	13	1	7
ENSG00000054523.17|KIF1B	147	53	103	110	308	585	167	34	420
ENSG00000054598.6|FOXC1	0	2	0	0	0	0	0	0	0
ENSG00000054611.13|TBC1D22A	1231	1684	1556	1194	1426	3104	798	1086	1885
ENSG00000054654.16|SYNE2	1359	1464	2327	1599	799	3853	1557	922	1500
ENSG00000054690.13|PLEKHH1	0	0	43	0	0	6	0	0	2
ENSG00000054793.13|ATP9A	57	88	30	20	236	308	119	37	92
ENSG00000054796.12|SPO11	0	0	0	0	0	0	0	0	0
ENSG00000054803.3|CBLN4	0	0	0	0	0	0	0	0	0
ENSG00000054938.15|CHRDL2	0	3	0	0	0	0	0	0	0
ENSG00000054965.10|FAM168A	272	271	213	150	331	325	295	142	173
ENSG00000054967.12|RELT	1388	600	681	642	2173	3133	1254	481	3465
ENSG00000054983.16|GALC	222	148	140	266	338	653	270	272	487
ENSG00000055044.10|NOP58	1094	565	733	1107	640	1577	1187	743	1396
ENSG00000055070.16|SZRD1	2245	2310	2867	1795	3495	4919	3100	2589	4948
ENSG00000055118.14|KCNH2	0	0	100	5	9	0	77	1	1
ENSG00000055130.15|CUL1	289	249	532	507	617	1183	471	317	1313
ENSG00000055147.18|FAM114A2	148	21	87	59	341	260	109	77	86
ENSG00000055163.19|CYFIP2	3160	2902	4739	4721	2812	6036	3306	3678	3005
ENSG00000055208.18|TAB2	93	101	113	94	202	148	151	62	101
ENSG00000055211.12|GINM1	250	231	203	236	389	938	383	148	529
ENSG00000055332.16|EIF2AK2	227	137	712	270	319	1108	340	153	389
ENSG00000055483.19|USP36	2180	1266	2087	2743	1010	2040	3251	2100	3426
ENSG00000055609.17|KMT2C	596	517	940	460	610	1466	1383	530	1887
ENSG00000055732.12|MCOLN3	37	0	0	0	16	60	1	1	12
ENSG00000055813.5|CCDC85A	0	0	0	0	23	0	0	0	0
ENSG00000055917.15|PUM2	238	179	202	320	317	548	253	206	430
ENSG00000055950.16|MRPL43	1331	1447	1500	1000	984	2499	816	1093	1249
ENSG00000055955.15|ITIH4	27	0	55	1	1	12	21	5	74
ENSG00000055957.10|ITIH1	2	87	0	1	1	0	0	0	0
ENSG00000056050.6|HPF1	133	174	299	106	230	433	119	55	68
ENSG00000056097.15|ZFR	671	360	1133	960	827	1818	1610	1201	1991
ENSG00000056277.15|ZNF280C	5	13	11	22	14	35	27	11	21
ENSG00000056291.17|NPFFR2	0	0	0	0	0	0	0	0	0
ENSG00000056487.15|PHF21B	0	0	0	0	0	0	0	0	0
